pmid	title	abstract
39074847	Berberine chloride loaded nano-PEGylated liposomes attenuates imidacloprid-induced neurotoxicity by inhibiting NLRP3/Caspase-1/GSDMD-mediated pyroptosis.	Concerns have been expressed about imidacloprid (IMI), one of the most often used pesticides, and its potential neurotoxicity to non-target organisms. Chronic neuroinflammation is central to the pathology of several neurodegenerative disorders. Hence, exploring the molecular mechanism by which IMI would trigger neuroinflammation is particularly important. This study examined the neurotoxic effects of oral administration of IMI (45 mg/kg/day for 30 days) and the potential neuroprotective effect of berberine (Ber) chloride loaded nano-PEGylated liposomes (Ber-Lip) (10 mg/kg, intravenously every other day for 30 days) using laboratory rat. The histopathological changes, anti-oxidant and oxidative stress markers (GSH, SOD, and MDA), proinflammatory cytokines (IL1β and TNF-α), microglia phenotype markers (CD86 and iNOS for M1; CD163 for M2), the canonical pyroptotic pathway markers (NLRP3, caspase-1, GSDMD, and IL-18) and Alzheimer's disease markers (Neprilysin and beta amyloid [Aβ] deposits) were assessed. Oral administration of IMI resulted in apparent cerebellar histopathological alterations, oxidative stress, predominance of M1 microglia phenotype, significantly upregulated NLRP3, caspase-1, GSDMD, IL-18 and Aβ deposits and significantly decreased Neprilysin expression. Berberine reduced the IMI-induced aberrations in the measured parameters and improved the IMI-induced histopathological and ultrastructure alterations brought on by IMI. This study highlights the IMI neurotoxic effect and its potential contribution to the development of Alzheimer's disease and displayed the neuroprotective effect of Ber-Lip.
39075981	Effect of chlorpyrifos on cypermethrin-induced dopaminergic neurotoxicity in rats.	The study aimed to investigate the combined effects of chlorpyrifos and cypermethrin combined on dopaminergic neurotoxicity, motor behaviours and level of selected inflammatory proteins in rats compared to either alone for delineating an interaction between these two pesticides. The rotarod and grip strength tests were employed to assess neurobehavioural changes. The striatal dopamine content and expression of tyrosine hydroxylase (TH), α-synuclein, cyclooxygenase-2 (COX-2), and tumour necrosis factor-α (TNF-α) proteins in the nigrostriatal tissue were measured. Chlorpyrifos impaired the neurobehavioural indexes, reduced the striatal dopamine level, augmented the level of α-synuclein, COX-2, and TNF-α and attenuated the expression of TH similar to but a little less than cypermethrin. Half the dose of both pesticides together produced additional neurotoxicity compared with the usual (highest employed) dose of either alone. The results showed that chlorpyrifos induced moderately less dopaminergic neurotoxicity than cypermethrin. In the combination, they produced a little higher toxicity than either pesticide alone.
39088303	Overexpression of <i>SmUGGT1</i> Confers Imidacloprid Resistance to <i>Sitobion miscanthi</i> (Takahashi).	<i>Sitobion miscanthi</i>, the main species of wheat aphids, is one kind of harmful pest. Chemical insecticides are the important agrochemical products to effectively control wheat aphids. However, the broad application has led to serious resistance of pests to several insecticides, and understanding insecticide resistance mechanisms is critical for integrated pest management. In this study, <i>SmUGGT1</i>, a new uridine diphosphate (UDP)-glycosyltransferase (<i>UGT</i>) gene, was cloned and more strongly expressed in the SM-R (the resistant strain to imidacloprid) than in the SM-S (the susceptible strain to imidacloprid). The increased susceptibility to imidacloprid was observed after silencing <i>SmUGGT1</i>, indicating that it can be related to the resistance to imidacloprid. Subsequently, <i>SmUGGT1</i> regulated post-transcriptionally in the coding sequences (CDs) by miR-81 was verified and involved in the resistance to imidacloprid in <i>S. miscanthi</i>. This finding is crucial in the roles of <i>UGT</i> involved in insecticide resistance management in pests.
39093779	Oculomotor nerve palsy caused by imidacloprid at initial diagnosis: A case report.	Amid the pervasive deployment of imidacloprid, the incidence of poisoning from this compound has risen markedly. Those afflicted with imidacloprid poisoning typically exhibit symptoms ranging from headaches, dizziness, nausea, and abdominal pain, to impaired consciousness and breathlessness, yet instances of ocular paralysis induced by this toxin have not previously been documented.
39106915	Neurodevelopmental changes in Drosophila melanogaster are restored by treatment with lutein-loaded nanoparticles: Positive modulation of neurochemical and behavioral parameters.	Neurodevelopmental disorders, such as autism spectrum disorder (ASD) and attention deficit hyperactivity disorder (ADHD), are characterized by persistent changes in communication and social interaction, as well as restricted and stereotyped patterns of behavior. The complex etiology of these disorders possibly combines the effects of multiple genes and environmental factors. Hence, exposure to insecticides such as imidacloprid (IMI) has been used to replicate the changes observed in these disorders. Lutein is known for its anti-inflammatory and antioxidant properties and is associated with neuroprotective effects. Therefore, the aim of this study was to evaluate the protective effect of lutein-loaded nanoparticles, along with their mechanisms of action, on Drosophila melanogaster offspring exposed to IMI-induced damage. To simulate the neurodevelopmental disorder model, flies were exposed to a diet containing IMI for 7 days. Posteriorly, their offspring were exposed to a diet containing lutein-loaded nanoparticles for a period of 24 h, and male and female flies were subjected to behavioral and biochemical evaluations. Treatment with lutein-loaded nanoparticles reversed the parameters of hyperactivity, aggressiveness, social interaction, repetitive movements, and anxiety in the offspring of flies exposed to IMI. It also protected markers of oxidative stress and cell viability, in addition to preventing the reduction of Nrf2 and Shank3 immunoreactivity. These results demonstrate that the damage induced by exposure to IMI was restored through treatment with lutein-loaded nanoparticles, elucidating lutein's mechanisms of action as a therapeutic agent, which, after further studies, can become a co-adjuvant in the treatment of neurodevelopmental disorders, such as ASD and ADHD.
39114363	Treatment of an accident of imidacloprid poisoning.	<b>Objective:</b> Accidental oral imidacloprid poisoning occurred in a family in Shandong, China, in May 2023. This study aimed to analyze the clinical characteristics of this imidacloprid poisoning event and investigated the detection of toxicants. <b>Methods:</b> Clinical data of four patients with oral imidacloprid poisoning were collected and retrospectively analyzed. The relevant literature was then reviewed. <b>Results:</b> Four patients from the same family received different oral doses of imidacloprid. The main clinical manifestations were digestive and neurological symptoms, including nausea, vomiting, and varying degrees of consciousness. Laboratory tests showed an increased white blood cell count, neutrophil proportion, and mild elevation of transaminase and urea nitrogen levels in some patients. Following comprehensive treatment, which included hemoperfusion, gastric lavage, total gastrointestinal decontamination, and drug symptomatic treatment, the patient's symptoms were quickly relieved, and the concentration of imidacloprid in the blood rapidly decreased. <b>Conclusion:</b> Toxicant detection is an important criterion for the differential diagnosis of poisoning and is helpful for disease assessment, treatment plan formulation, and in determining patient prognosis.
39120325	Neonicotinoid Pesticides Affect Developing Neurons in Experimental Mouse Models and in Human Induced Pluripotent Stem Cell (iPSC)-Derived Neural Cultures and Organoids.	Neonicotinoids are synthetic, nicotine-derived insecticides used worldwide to protect crops and domestic animals from pest insects. The reported evidence shows that they are also able to interact with mammalian nicotine receptors (nAChRs), triggering detrimental responses in cultured neurons. Exposure to high neonicotinoid levels during the fetal period induces neurotoxicity in animal models. Considering the persistent exposure to these insecticides and the key role of nAChRs in brain development, their potential neurotoxicity on mammal central nervous system (CNS) needs further investigations. We studied here the neurodevelopmental effects of different generations of neonicotinoids on CNS cells in mouse fetal brain and primary cultures and in neuronal cells and organoids obtained from human induced pluripotent stem cells (iPSC). Neonicotinoids significantly affect neuron viability, with imidacloprid (IMI) inducing relevant alterations in synaptic protein expression, neurofilament structures, and microglia activation in vitro, and in the brain of prenatally exposed mouse fetuses. IMI induces neurotoxic effects also on developing human iPSC-derived neurons and cortical organoids. Collectively, the current findings show that neonicotinoids might induce impairment during neuro/immune-development in mouse and human CNS cells and provide new insights in the characterization of risk for the exposure to this class of pesticides.
39128528	Imidacloprid affects human cells through mitochondrial dysfunction and oxidative stress.	Given their relatively low persistence and mammalian toxicity, neonicotinoid pesticides have been extensively used worldwide and are omnipresent in the environment. Recent studies have shown that neonicotinoids may pose adverse effects on non-target organisms other than the known neurotoxicity, raising emerging concerns that these insecticides might pose human health risk through additional toxicity pathways. In the present study, the mitochondria function, oxidative stress, DNA damages, and genes transcription levels were examined in the human neuroblastoma SH-SY5Y cells after 48-h exposure to imidacloprid at concentrations from 0.05 to 200 μmol/L. Results showed that imidacloprid induced mitochondrial dysfunction with the degradation of adenosine triphosphate (ATP) and mitochondrial membrane potential (MMP) levels. In addition, imidacloprid caused oxidative stress by stimulating the generation of reactive oxygen species (ROS) and hydrogen peroxide (H<sub>2</sub>O<sub>2</sub>) via the disruption of calcium ion level and mitochondrial function. Ultimately, the oxidative stress continued to produce DNA damage and apoptosis in SH-SY5Y cells at imidacloprid concentrations above 47.6 μmol/L. Among the evaluated endpoints, ATP was the most sensitive, with a median activity concentration of 0.74 μmol/L. The 5 % hazard concentration of imidacloprid was estimated to be 0.69 μmol/L, which can be used as a threshold for human health risk assessment for imidacloprid. Collectively, our results provide an important support for further research on potential toxicity of neonicotinoids related to mitochondrial toxicity in humans.
39136649	Sublethal Imidacloprid Administration to Honey Bee Workers is More Lethal to the Queen Larvae.	Imidacloprid and other neonicotinoid insecticides severely impact the performance and survival of honey bees and other pollinators. In the present study, we focused on the gene expression profile of newly emerged Apis mellifera queen bees after sublethal imidacloprid treatment during the larval stage. Royal jelly containing 1 ppb imidacloprid was provided to larvae for 3 consecutive days (2-4 days postemergence). Queen larvae treated with imidacloprid showed lower capping and emergence rates (35.5% and 24.22%, respectively) than did control larvae (61.68% and 52.95%, respectively), indicating a high failure rate of queen rearing associated with imidacloprid exposure during the larval stage. The molecular response to imidacloprid treatment was examined next. By comparing the gene expression profiles of imidacloprid-treated queen larvae and those of control queen larvae using DESeq2, we identified 215 differentially expressed genes, with 105 and 111 up- and downregulated genes, respectively. Gene Ontology results indicated that chitin binding- and calcium ion binding-related genes were upregulated, while phototransduction- and visual perception-related genes were downregulated. The high mortality rate and altered gene expression profiles suggest that treatment with even 1 ppb imidacloprid can severely impact queen bee survival. Environ Toxicol Chem 2024;43:2232-2242. © 2024 SETAC.
39162819	Effects of chronic insecticide exposure on neuronal network development in vitro in rat cortical cultures.	Developmental exposure to carbamates, organophosphates, and pyrethroids has been associated with impaired neurodevelopmental outcomes. Sex-specific differences following chronic insecticide exposure are rather common in vivo. Therefore, we assessed the chronic effects of in vitro exposure to different carbamates (carbaryl, methomyl and aldicarb), organophosphates [chlorpyrifos (CPF), chlorpyrifos-oxon (CPO), and 3,5,6,trichloropyridinol (TCP)], and pyrethroids [permethrin, alpha-cypermethrin and 3-phenoxy benzoic acid (3-PBA)] on neuronal network development in sex-separated rat primary cortical cultures using micro-electrode array (MEA) recordings. Our results indicate that exposure for 1 week to carbaryl inhibited neurodevelopment in male cultures, while a hyperexcitation was observed in female cultures. Methomyl and aldicarb evoked a hyperexcitation after 2 weeks of exposure, which was more pronounced in female cultures. In contrast to acute MEA results, exposure to ≥ 10 µM CPF caused hyperexcitation in both sexes after 10 days. Interestingly, exposure to 10 µM CPO induced a clear hyperexcitation after 10 days of exposure in male but not female cultures. Exposure to 100 µM CPO strongly inhibited neuronal development. Exposure to the type I pyrethroid permethrin resulted in a hyperexcitation at 10 µM and a decrease in neuronal development at 100 µM. In comparison, exposure to ≥ 10 µM of the type II pyrethroid alpha-cypermethrin decreased neuronal development. In female but not in male cultures, exposure to 1 and 10 µM permethrin changed (network) burst patterns, with female cultures having shorter (network) bursts with fewer spikes per (network) burst. Together, these results show that MEA recordings are suitable for measuring sex-specific developmental neurotoxicity in vitro. Additionally, pyrethroid exposure induced effects on neuronal network development at human-relevant concentrations. Finally, chronic exposure has different effects on neuronal functioning compared to acute exposure, highlighting the value of both exposure paradigms.
39181260	A tiny sample rapid visual detection technology for imidacloprid resistance in Aphis gossypii by CRISPR/Cas12a.	Insecticide resistance monitoring is essential for guiding chemical pest control and resistance management policies. Currently, rapid and effective technology for monitoring the resistance of tiny insects in the field is absent. Aphis gossypii Glover is a typical tiny insect, and one of the most frequently reported insecticide-resistant pests. In this study, we established a novel CRISPR/Cas12a-based rapid visual detection approach for detecting the V62I and R81T mutations in the β1 subunit of the nAChR in A. gossypii, to reflect target-site resistance to imidacloprid. Based on the nAChR β1 subunit gene in A. gossypii, the V62I/R81T-specific RPA primers and crRNAs were designed, and the ratio of 10 μM/2 μM/10 μM for ssDNA/Cas12a/crRNA was selected as the optimal dosage for the CRISPR reaction, ensuring that Cas12a only accurately recognizes imidacloprid-resistance templates. Our data show that the field populations of resistant insects possessing V62I and R81T mutations to imidacloprid can be accurately identified within one hour using the RPA-CRISPR/Cas12a detection approach under visible blue light at 440-460 nm. The protocol for RPA-CRISPR detection necessitates a single less than 2 mm specimen of A. gossypii tissues to perform RPA-CRISPR detection, and the process only requires a container at 37 °C and a portable blue light at 440-460 nm. Our research represents the first application of RPA-CRISPR technology in insecticide resistance detection, offers a new method for the resistance monitoring of A. gossypii or other tiny insects, helps delay the development of resistance to imidacloprid, improves the sustainability of chemical control, and provides theoretical guidance for managing pest resistance.
39182229	Examining imidacloprid behaviorally resistant house flies (Musca domestica L.) (Diptera: Muscidae) for neonicotinoid cross-resistance.	The house fly (Musca domestica L.) is a ubiquitous fly species commonly associated with confined animal and urban waste storage facilities. It is known for its pestiferous nature and ability to mechanically vector numerous disease-causing pathogens. Effective control of adult house fly populations has traditionally relied upon insecticidal food baits; however, due to the overuse of insecticides, resistance has proven to yield many insecticidal baits and chemical classes less effective. Imidacloprid, the most widely used neonicotinoid, has been formulated and commonly used in house fly baits for over 2 decades. However, widespread evidence of physiological and behavioral resistance to imidacloprid has been documented. While previous studies have investigated the mechanisms of behavioral resistance to imidacloprid in the house fly, it remains unclear whether behavioral resistance is specific to imidacloprid or if behavioral cross-resistance exists to other compounds within the neonicotinoid class of insecticides. The current study used no-choice and choice-feeding bioassays to examine a lab-selected imidacloprid behaviorally resistant house fly colony for cross-resistance to other insecticides in the neonicotinoid chemical class. All flies exhibited high mortality (97-100%) in no-choice assays, even when exposed to imidacloprid, indicating physiological susceptibility to all tested neonicotinoids. House flies exhibited high mortality (98-100%) in choice assays when exposed to all neonicotinoid insecticides tested besides imidacloprid. These results confirm that imidacloprid behavioral resistance is specific to the compound imidacloprid and that alternative neonicotinoids remain viable options for control. Our study showed no evidence of behavioral cross-resistance to other compounds in the neonicotinoid class.
39185675	Sensitivity Variations in Developmental Toxicity of Imidacloprid to Zebrafish Embryos at Different Neurodevelopmental Stages.	Neonicotinoids are ubiquitous in global surface waters and pose a significant risk to aquatic organisms. However, information is lacking on the variations in sensitivity of organisms at different developmental stages to the neurotoxic neonicotinoids. We established a spectrum of toxicity to zebrafish embryos at four neurodevelopmental stages (1, 3, 6, and 8 h post fertilization [hpf]) and dechorionated embryos at 6 hpf based on external and internal exposure to imidacloprid as a representative neonicotinoid. Embryos at the gastrula stage (6 and 8 hpf) were more sensitive to imidacloprid than embryos at earlier developmental stages. Dechorionated embryos were more sensitive to imidacloprid than embryos with a chorion, suggesting that the chorion offers protection against pollutants. Nine sublethal effects were induced by imidacloprid exposure, among which uninflated swim bladder (USB) was the most sensitive. Water depth and air availability in the exposure chambers were critical factors influencing the occurrence of USB in zebrafish larvae. Internal residues of metabolites accounted for <10% of imidacloprid, indicating that imidacloprid was metabolized in a limited fashion in the embryos. In addition, acute toxicity of the main metabolite 5-hydroxy-imidacloprid was significantly lower than that of imidacloprid, indicating that the observed toxicity in embryos exposed to imidacloprid was mainly induced by the parent compound. Our research offers a fresh perspective on choosing the initial exposure time in zebrafish embryo toxicity tests, particularly for neurotoxicants. Environ Toxicol Chem 2024;43:2398-2408. © 2024 SETAC.
39189176	Berberine Attenuates Acetamiprid Exposure-Induced Mitochondrial Dysfunction and Apoptosis in Rats via Regulating the Antioxidant Defense System.	Acetamiprid (ACMP) is a neonicotinoid insecticide that poses a significant threat to the environment and mankind. Oxidative stress and mitochondrial dysfunction are considered prime contributors to ACMP-induced toxic effects. Meanwhile, berberine (BBR) a natural plant alkaloid, is a topic of interest because of its therapeutic and prophylactic actions. Therefore, this study evaluated the effects of BBR on ACMP-mediated alterations in mitochondrial functions and apoptosis in rat liver tissue. Male Wistar rats were divided into four groups: (I) control, (II) BBR-treated, (III) ACMP-exposed, and (IV) BBR+ACMP co-treated groups. The doses of BBR (150 mg/kg b.wt) and ACMP (1/10 of LD<sub>50,</sub> i.e., 21.7 mg/kg b.wt) were given intragastrically for 21 consecutive days. The results showed that the administration of ACMP diminished mitochondrial complex activity, downregulated complex I (ND1 and ND2) and complex IV (COX1 and COX4) subunit mRNA expression, depleted the antioxidant defense system, and induced apoptosis in rat liver. BBR pre-treatment significantly attenuated ACMP-induced mitochondrial dysfunction by maintaining mitochondrial complex activity and upregulating ND1, ND2, COX1, and COX4 mRNA expression. BBR reversed ACMP-mediated apoptosis by diminishing Bax and caspase-3 and increasing the Bcl-2 protein level. BBR also improved the mitochondrial antioxidant defense system by upregulating mRNA expression of PGC-1α, MnSOD, and UCP-2 in rat liver tissue. This study is the first to evaluate the protective potential of BBR against pesticide-induced mitochondrial dysfunction in liver tissue. In conclusion, BBR offers protection against ACMP-induced impairment in mitochondrial functions by maintaining the antioxidant level and modulating the apoptotic cascade.
39195720	Characterization of Neonicotinoid Metabolites by Cytochrome P450-Mediated Metabolism in Poultry.	Neonicotinoids, a neuro-effective class of insecticides, are heavily applied in agricultural activities worldwide. Poultry can be exposed to neonicotinoids by several routes, but the knowledge of neonicotinoid's metabolism in poultry and its associated interspecies differences is highly limited. Hence, this study aims to investigate the species differences in metabolite formations, as well as cytochrome P450 (CYP)-dependent metabolism of four major neonicotinoid compounds, acetamiprid, imidacloprid, clothianidin, and thiamethoxam, in poultry. In vitro biotransformation assays using hepatic microsomes of chicken, ducks, geese, quails, and rats were conducted. Metabolites of neonicotinoids were then screened by LC/Q-TOF and quantified by LC/MS/MS. The results revealed an existence of interspecies differences in the formations of <i>N</i>-[(6-chloro-3-pyridyl) methyl] -<i>N</i>-methyl acetamidine (IM-1-5) of acetamiprid and dm-clothianidin of clothianidin between chicken and other species. In addition, the greatest CYP activities in the metabolism of most neonicotinoid substrates, such as acetamiprid to dm-acetamiprid, imidacloprid to hydroxylated-imidacloprid and imidacloprid-olefin, clothianidin to dm-clothianidin, and thiamethoxam to clothianidin, were found in chicken. These results suggested that the CYPs in chicken may have a greater capacity for metabolism of neonicotinoids compared to other poultry. This study further revealed that the maximum intrinsic clearance of dn-imidacloprid and dn-clothianidin in ducks may be superintended by CYP-mediated nitro-reductions of imidacloprid and clothianidin. Further studies employing CYP recombinant enzymes may be required to elucidate the specific CYP isoforms that may be involved in neonicotinoid metabolism in avian species.
39197517	Neuroprotective effect of diosmin against chlorpyrifos-induced brain intoxication was mediated by regulating PPAR-γ and NF-κB/AP-1 signals.	Chlorpyrifos (CPF) is a widely used organophosphate (OP) pesticide. Unfortunately, pesticides are known to cause neuronal intoxication. Diosmin (DS) is an antioxidant, anti-inflammatory, and neuroprotective flavonoid with high efficacy and safety. We plan to investigate the efficacy of DS in treating CPF-induced neurotoxicity, as well as the mechanisms underlying the protective effects. In our study, rats were randomized into 5 groups: control, DS (50 mg/kg), CPF (10 mg/kg), CPF + DS (25 mg/kg), and CPF + DS (50 mg/kg). The results indicated that DS ameliorated neuronal intoxication induced by CPF, evidenced by decreasing Tau, p-Tau, and β-amyloid. Histological examinations support these findings. DS significantly ameliorated CPF-induced neuronal oxidative injury by decreasing MDA content and elevating GSH, GST, and SOD levels mediated by PPAR-γ upregulation. DS suppressed CPF-induced brain inflammation by decreasing MPO enzymatic activity and TNF-α, IL-1β, and IL-6 levels mediated by downregulation of NF-κB/AP-1(c-FOS and c-JUN) signal. Of note, DS protective effects were dose dependent. In conclusion, our data suggested that DS was a promising therapeutic strategy for attenuating CPF-induced neuronal intoxication by restoring oxidant-antioxidant balance and inhibiting inflammatory response in brain tissues.
39218340	Sex-specific effects of low-dose of acetamiprid on corticosterone levels but not on oxidative stress in House sparrows.	Neonicotinoid insecticides are widely used in agriculture and have been linked to various detrimental physiological effects on wild birds. Despite this, the impact of acetamiprid - a less studied member of the neonicotinoid family - on the hypothalamic-pituitary-adrenal axis responsible for the hormonal regulation of the response to stress has rarely been examined in birds. In our study, we explored the effects of acetamiprid on feather levels of corticosterone, the major end product of the HPA, and blood oxidative status of House sparrows (Passer domesticus), following the ingestion of a low, field-realistic dose during two consecutive experiments in 2015 and 2016. We involved 112 birds in each experiment - 56 males and 56 females - that were administered a placebo or a dose of acetamiprid equivalent to 0.5% of the LD<sub>50</sub> of the Zebra finch over the entire duration of the experiments, which lasted approximately three weeks. We measured corticosterone concentrations in feathers grown during an acclimation phase before ingestion and in newly grown feather after the experiment and assessed three oxidative stress markers in the blood. We found no impact of acetamiprid on oxidative stress markers. However, in 2015, male sparrows that ingested acetamiprid exhibited higher corticosterone levels in their feathers compared to those that received a placebo. No such difference was found in females. Interestingly, this effect was not observed in year 2016, which was characterised by less stressful conditions for the birds. These findings offer the first evidence of a potential effect of acetamiprid on corticosterone levels in a songbird, suggesting that ingesting this compound at very low dose may alter the endocrine physiology of the response to stress.
39224274	Eco-friendly and sustainable approaches against aphids management (<i>Myzus persicae</i>) and dissipation studies of imidacloprid in important cash crop capsicum under protected and open condition.	Capsicum is generally infested with many biotic agents mainly sucking insects, among them the major is aphid (<i>Myzus persicae)</i>. Chemical management is one of the most common strategies for their management. However, there are no recommended insecticides for insect management in polyhouse. An experiment was designed to assess the bio-potency of four popularly used insecticides (Imidacloprid-17.8SL, Acephate-75SP, Dimethoate-30EC and Buprofezin-25SC), a botanical (Neem oil 10000 ppm) and two entomopathogenic fungi (<i>Metarhizium anisopliae</i> 1.15%WP and <i>Lecanicillium lecanii</i> 1.15%WP) for two consecutive seasons. Most effective and the highest reduction of aphid population (78.14-81.92 %) were found in imidacloprid (17.8SL) treated plots. This effective molecule imidacloprid was further studied for its dissipation pattern under polyhouse and open condition and found that the imidacloprid residues in capsicum fruit dissipated below quantification limit (BQL) within 10days after final spray and the residues in the soil sampled at harvest time were found below the detection level. The half-lives of imidacloprid were 1.88 and 2.61 days under polyhouse and 1.07 and 1.52 days in open field at recommended doses (25 g a.i. ha<sup>-1</sup>) and double doses (50 g a.i. ha<sup>-1</sup>) of application respectively. The dietary exposure of imidacloprid on capsicum fruit under both conditions exposed that hazard quotient (HQ) values obtained from the different treatment doses have not exceeded the upper limit of toxicity (HQ < 1) and imidacloprid residues in the fruits were found below the existing MRL (Maximum Residue Limit) values (0.5 mg/kg) at 3 days after its final applications. Thus, imidacloprid may be considered as the effective chemical management option against aphids in capsicum under polyhouse and open field having no harmful effect on human consumption.
39249498	Physiological and gene expression responses of Protohermes xanthodes (Megaloptera: Corydalidae) larvae to imidacloprid.	Megaloptera larvae are important bioindicator species and potential resource insects. To further cultivate their economic role, their living environment must be examined in more detail. In this study, we analyzed the physiological and biochemical effects of a sublethal dose of imidacloprid, a widely used neonicotinoid insecticide, on the larvae of Protohermes xanthodes. After treatment with imidacloprid, P. xanthodes larvae exhibited clear symptoms of poisoning, including the head curling up toward the ventral surface. Additionally, the activity of acetylcholinesterase was significantly inhibited following exposure. The activities of glutathione S-transferases initially continuously increased but showed a slight decrease after 8 days. Catalase activity initially increased and then decreased following imidacloprid treatment; superoxide dismutase activity fluctuated over time, and peroxidase activity continuously increased. The expression levels of HSP70s genes were evaluated using qRT-PCR. These results indicate that P. xanthodes larvae exhibit a toxic response to imidacloprid exposure, manifested as oxidative stress, as observed through behavioral and physiological indicators.
39251036	Imidacloprid unique and repeated treatment produces cholinergic transmission disruption and apoptotic cell death in SN56 cells.	Imidacloprid (IMI), the most widely used worldwide neonicotinoid biocide, produces cognitive disorders after repeated and single treatment. However, little was studied about the possible mechanisms that produce this effect. Cholinergic neurotransmission regulates cognitive function. Most cholinergic neuronal bodies are present in the basal forebrain (BF), regulating memory and learning process, and their dysfunction or loss produces cognition decline. BF SN56 cholinergic wild-type or acetylcholinesterase (AChE), β-amyloid-precursor-protein (βAPP), Tau, glycogen-synthase-kinase-3-beta (GSK3β), beta-site-amyloid-precursor-protein-cleaving enzyme 1 (BACE1), and/or nuclear-factor-erythroid-2-related-factor-2 (NRF2) silenced cells were treated for 1 and 14 days with IMI (1 μM-800 μM) with or without recombinant heat-shock-protein-70 (rHSP70), recombinant proteasome 20S (rP20S) and with or without N-acetyl-cysteine (NAC) to determine the possible mechanisms that mediate this effect. IMI treatment for 1 and 14 days altered cholinergic transmission through AChE inhibition, and triggered cell death partially through oxidative stress generation, AChE-S overexpression, HSP70 downregulation, P20S inhibition, and Aβ and Tau peptides accumulation. IMI produced oxidative stress through reactive oxygen species production and antioxidant NRF2 pathway downregulation, and induced Aβ and Tau accumulation through BACE1, GSK3β, HSP70, and P20S dysfunction. These results may assist in determining the mechanisms that produce cognitive dysfunction observed following IMI exposure and provide new therapeutic tools.
39251113	Chlorpyrifos-oxon induced neuronal cell death via endoplasmic reticulum stress-triggered apoptosis pathways.	Chlorpyrifos (CPF) is one of the organophosphorus pesticides widely used throughout the world. Epidemiological studies suggested a link between CPF exposure and neurologic disorders, while the molecular mechanisms remain inconclusive. In the present study, we investigated the impacts of chlorpyrifos-oxon (CPO), the major toxic CPF metabolite, on cell apoptosis, and explored possible mechanism associated with endoplasmic reticulum (ER) stress in SH-SY5Y cells. Results showed that CPO exposure induced dose-dependent apoptosis and expression of ER stress-related proteins in SH-SY5Y cells. Pretreatment with 4-PBA (an ER stress inhibitor) effectively inhibited the expression of GRP78, GRP94, p-IRE1α, and XBP1-s, and apoptotic events. Pretreatment with STF-083010 (an IRE1α inhibitor) partially attenuated CPO-induced apoptosis. In addition, CPO exposure significantly evoked the generation of reactive oxygen species (ROS) which could be eliminated by pretreatment of 4-PBA. Of note, buffering the ROS generation with antioxidant NAC had little impact on the expression of p-IRE1α, and only partially attenuated CPO-induced apoptosis. In contrast, co-pretreatment with NAC and STF-083010 effectively inhibited CPO-induced apoptotic events. Collectively, our results indicate that CPO exposure exerts neuronal cytotoxicity via ER stress downstream-regulated IRE1α/XBP1 signaling pathway and ROS generation-triggered apoptosis. These findings highlight the role of ER stress in CPF-induced neurotoxicity, and provide a promising target for the intervention of organophosphate-associated neurodegenerative diseases.
39256485	Retraction Note: The role of ascorbic acid combined exposure on Imidacloprid-induced oxidative stress and genotoxicity in Nile tilapia.	NA
39317252	Occurrence and distribution of neonicotinoids and fiproles within groundwater in Minnesota: Effects of lithology, land use and geography.	Due to the widespread use of insecticides in agriculture and for urban pest control, there is the potential for contamination of groundwater systems. Five neonicotinoids, fipronil, and nine transformation products (desnitro-imidacloprid, imidacloprid olefin, imidacloprid urea, acetamiprid-n-desmethyl, thiacloprid amide, 6-chloronicotinic acid, fipronil desulfinyl, fipronil sulfide, and fipronil sulfone) were studied in samples from 15 springs and 75 unique wells from 13 counties over four years (2019-2022) in Minnesota. Up to 13 neonicotinoids and fiproles were identified in groundwater samples from springs and 10 from wells. Springs were particularly susceptible to contamination, with clothianidin found in 41 % of springs (maximum concentration: 200 ng/L) followed by thiamethoxam (31 %), imidacloprid (22 %), thiacloprid (19 %), and acetamiprid (12 %). Clothianidin was the most common analyte in well samples (13 %), followed by thiamethoxam (12 %), acetamiprid (14 %), imidacloprid (10 %), and thiacloprid (2 %). Hydrostratigraphy was an important factor in neonicotinoid detection with frequencies of detection highest in sandy or karst aquifers. Regional land use, especially the fraction of agricultural land, and imperviousness influenced observed concentrations within springsheds and well catchment areas. There were several significant correlations between neonicotinoid detections with geochemistry indicators including tritium/groundwater age, dissolved oxygen (DO), and total nitrate plus nitrite (total oxidized nitrogen).
